,customer message,admin reply
612,Ea cashหรอครัง,จะถัว กดไม่ได้
614,จะถัว กดไม่ได้,คับ
617,ย้ายea ไปport8ได้มั้ยครับ,จะถังใช้เวลาเท่าไรคับ
619,จะถังใช้เวลาเท่าไรคับ,ส่งแล้วคับ
621,ส่งแล้วคับ,ขอบคุณครับ
624,ถ้าโดนคอลตอนกลางคืน นี้เติมพรุ่งนี้ได้มั้ยครับ,ยังไม่บังคับปิดใช่มั้ยครับ
626,ยังไม่บังคับปิดใช่มั้ยครับ,"ของกลางคืนไม่นับหรอครับ
มันนับเปนอีกวันใช่มั้ยครับ"
628,"ของกลางคืนไม่นับหรอครับ
มันนับเปนอีกวันใช่มั้ยครับ",โอเคครับ
631,S50ยังsมั้ยครับ,ครับ
634,S50lvo เปนsหรือlครับ,ครับ
637,"สอบถามหน่อยครับ
ทำไมgoz24 มันขึ้นว่า -10440
ทั้งที่เมื่อวานตอนขายมันกำไรอยุ่นะครับ
หรือมันนับของตอนกลางคืน",คือต้องเชื่อเมื่อวานใช่มั้ยครัย
639,คือต้องเชื่อเมื่อวานใช่มั้ยครัย,ครับ
641,ครับ,ได้ครับ
644,S50 lvo นี่ต้องเท่าไรถึงกลับหน้าครับ,คือไม่มีstop lossด้วยใช่ะมั้ยครับ
646,คือไม่มีstop lossด้วยใช่ะมั้ยครับ,Goนี่ใช้indicatorอะไรอ่ะครับ
648,Goนี่ใช้indicatorอะไรอ่ะครับ,แบบเดียวกับs50มั้ยครับ
650,แบบเดียวกับs50มั้ยครับ,เพิ่งเปลี่ยนหรือเปล่าครับ หรือใช้อันนี้มานานแล้ว
652,เพิ่งเปลี่ยนหรือเปล่าครับ หรือใช้อันนี้มานานแล้ว,รอบนี้แม่นครับ
654,รอบนี้แม่นครับ,Streaming ในipad ที่มันหลุดบ่อยๆนี่เปนจากไรครับ
656,Streaming ในipad ที่มันหลุดบ่อยๆนี่เปนจากไรครับ,ต้องล้อกอินใหม่บ่อยๆ
658,ต้องล้อกอินใหม่บ่อยๆ,ขอบคุณครับ
660,ขอบคุณครับ,"ทำแล้วครับ
เปนเฉพาะไอแพด
ไอโฟนไม่เปนครับ"
662,"ทำแล้วครับ
เปนเฉพาะไอแพด
ไอโฟนไม่เปนครับ",ขอบคุณครับ
665,"โอนเงินเข้าบันชีแคช
แต่เงินไม่เข้าอ่ะครับ
มาแล้วครัง",S50 lvoยังเปนช้อตมั้ยครับ
667,S50 lvoยังเปนช้อตมั้ยครับ,ครับ
670,Gouปิด16.30เหมือนกันมั้ยครับ,โแเคครับ
673,"You sent a photo.
อันนี้ใช้รหัสไหนอ่ะครับ","ใช้เปนเมลหรอครับ
ตัวบนอ่ะครับ
หรือcustcode"
675,"ใช้เปนเมลหรอครับ
ตัวบนอ่ะครับ
หรือcustcode",ขอบคุณครับ
678,"GOZ24 

คำแนะนำ  : Long

L 2,675

SL 2,663

TP 2,695

วางเงิน : 32,305 บาท / สัญญา
อันนี้คือกลับหน้าจากเมื่อเช้าหาอครับ
หรือคนละเทกนิกกัน",อ่อครับ
681,กราฟ xauusdแนะนำดูของอันไหนครับ,ทำไมมันแท่งไม่ตรงกันกับอันอื่นครับ
683,ทำไมมันแท่งไม่ตรงกันกับอันอื่นครับ,"You sent a photo.
Oanda
You sent a photo.
แท่งh4ไม่ตรงกับอีกอัน"
685,"You sent a photo.
Oanda
You sent a photo.
แท่งh4ไม่ตรงกับอีกอัน",ครับ
687,ครับ,"Trading veiw
Forex
Forexcom
ตรงกับeightcap กับgold
มีoandaไม่ตรงกับอันอื่น
แต่ปกติผมใช้oanda"
689,"Trading veiw
Forex
Forexcom
ตรงกับeightcap กับgold
มีoandaไม่ตรงกับอันอื่น
แต่ปกติผมใช้oanda",แล้วควรเชื่ออันไหนครับ
691,แล้วควรเชื่ออันไหนครับ,ขอบคุณครับ
694,S50นี่มองถึงไหนครับ,พอดีติดsอยุ่ครับ
696,พอดีติดsอยุ่ครับ,แต่lvoเปนหน้าs?
698,แต่lvoเปนหน้าs?,ครับ
701,"Goz นี่short stopป่ะครับ
หรือดูปิดวัน","ใช้iphoneอ่ะครับ
ทำได้มั้ย"
702,"Goz นี่short stopป่ะครับ
หรือดูปิดวัน","ใช้iphoneอ่ะครับ
ทำได้มั้ย"
704,"ใช้iphoneอ่ะครับ
ทำได้มั้ย",ทำยังไงครับ
706,ทำยังไงครับ,ขอบคุณครับ
707,ทำยังไงครับ,ขอบคุณครับ
710,"ในคลิปบอกว่าให้ไปcondition order
แต่ไม่บอกว่าทำยังไง
จบด้วยให้โทรถาใ",ครับ
711,"ในคลิปบอกว่าให้ไปcondition order
แต่ไม่บอกว่าทำยังไง
จบด้วยให้โทรถาใ",ครับ
713,ครับ,"ขอบคุณครับ
เค้าไม่ได้ให้ทุกคนหรอครับ
แล้ววิธีการทำล่ะครับ
ยังเหนเหมือนเดิมเลยครับ"
715,"ขอบคุณครับ
เค้าไม่ได้ให้ทุกคนหรอครับ
แล้ววิธีการทำล่ะครับ
ยังเหนเหมือนเดิมเลยครับ","อยากตั้งtpพร้อมslครับ
ปกติมันตั้งsl แล้วตั้งขายไม่ได้
ปกติใช่last price
ใช้"
717,"อยากตั้งtpพร้อมslครับ
ปกติมันตั้งsl แล้วตั้งขายไม่ได้
ปกติใช่last price
ใช้",ได้ครับ
720,คนที่โทรมาคุยไม่รุ้เรื่องเลยครับ,"บอกผิดๆถูด
โดนปิดสันยาไป1
ขอโทษสักคำก้ไม่มี"
722,"บอกผิดๆถูด
โดนปิดสันยาไป1
ขอโทษสักคำก้ไม่มี","ครับ
แล้วสรุปiphoneทำไม่ได้
แต่บอกว่าได้
งงนะครับ"
724,"ครับ
แล้วสรุปiphoneทำไม่ได้
แต่บอกว่าได้
งงนะครับ",ครับ
726,ครับ,"เปนโอนหรอครับ
นึกว่าคืนในพอท"
728,"เปนโอนหรอครับ
นึกว่าคืนในพอท",0455527209
730,0455527209,Scb
732,Scb,You sent a sticker.
734,You sent a sticker.,"สันญาณlvoนี่เพิ่งกลับหน้าวันนี้หรอครับ
ทำไมมันlagตลอดเลย"
736,"สันญาณlvoนี่เพิ่งกลับหน้าวันนี้หรอครับ
ทำไมมันlagตลอดเลย","มันมีเปเปอของบริษัทมั้ยครับ
Morning brief"
738,"มันมีเปเปอของบริษัทมั้ยครับ
Morning brief","ขอบคุณครับ
แล้วแต่ละทีม นี่พวกสัณยานนี่คล้ายๆกันมั้ยครับ
หรือไม่เหมือน"
740,"ขอบคุณครับ
แล้วแต่ละทีม นี่พวกสัณยานนี่คล้ายๆกันมั้ยครับ
หรือไม่เหมือน",ครับ
742,ครับ,ครับ
745,คุยได้แล้วนะครับ,ครับ
746,คุยได้แล้วนะครับ,ครับ
749,ตัวเลขnonfarmนี่น้อยก่าหรือมากก่าคาดนะคับ,เหนในกรุปบอกมากก่าคาด
751,เหนในกรุปบอกมากก่าคาด,ครับ
754,S50มองขึ้นต่อมั้ยครับ,"แล้วมำไมlvoยังเปนsครับ
แปลว่าขึ้นต่อไปอีกไม่ไกลหรอครับหรือยังไง"
